Y1
2016-01-04	-1.755673170720215
2016-01-05	-1.755673170720215
2016-01-06	-1.755673170720215
2016-01-07	-1.7429751164065552
2016-01-08	-1.755673170720215
2016-01-11	-1.7227957254992676
2016-01-12	-1.7227957254992676
2016-01-13	-1.689648509656067
2016-01-14	-1.7227957254992676
2016-01-15	-1.6736944920169068
2016-01-18	-1.6796935803042603
2016-01-19	-1.7227957254992676
2016-01-20	-1.7042996889697266
2016-01-21	-1.6648131615267945
2016-01-22	-1.6796935803042603
2016-01-25	-1.689648509656067
2016-01-26	-1.6043418652163697
2016-01-27	-1.5848635441409302
2016-01-28	-1.538039804135437
2016-01-29	-1.5848635441409302
2016-02-01	-1.5461021668063355
2016-02-02	-1.5847352749453736
2016-02-03	-1.5847352749453736
2016-02-04	-1.5910635000811768
2016-02-05	-1.5847352749453736
2016-02-15	-1.5847352749453736
2016-02-16	-1.6321946388827515
2016-02-17	-1.6418341404544068
2016-02-18	-1.6418341404544068
2016-02-19	-1.6418341404544068
2016-02-22	-1.6863840824710083
2016-02-23	-1.6678409582720948
2016-02-24	-1.6863840824710083
2016-02-25	-1.5847352749453736
2016-02-26	-1.5847352749453736
2016-02-29	-1.5461021668063355
2016-03-01	-1.585584879552002
2016-03-02	-1.6621620661364747
2016-03-03	-1.6621620661364747
2016-03-04	-1.6621620661364747
2016-03-07	-1.676945210133667
2016-03-08	-1.676945210133667
2016-03-09	-1.6621620661364747
2016-03-10	-1.6113914257632447
2016-03-11	-1.6358715302096558
2016-03-14	-1.6621620661364747
2016-03-15	-1.6621620661364747
2016-03-16	-1.6621620661364747
2016-03-17	-1.676945210133667
2016-03-18	-1.7075504070864869
2016-03-21	-1.7260464436160279
2016-03-22	-1.7260464436160279
2016-03-23	-1.7260464436160279
2016-03-24	-1.7075504070864869
2016-03-25	-1.7119375473605347
2016-03-28	-1.7075504070864869
2016-03-29	-1.6928992277728272
2016-03-30	-1.7260464436160279
2016-03-31	-1.7260464436160279
2016-04-01	-1.79462402966156
2016-04-05	-1.8034681668533326
2016-04-06	-1.8034681668533326
2016-04-07	-1.79462402966156
2016-04-08	-1.780515133406067
2016-04-11	-1.79462402966156
2016-04-12	-1.79462402966156
2016-04-13	-1.8034681668533326
2016-04-14	-1.8034681668533326
