Y1
2016-01-04	-1.968933343887329
2016-01-05	-1.9724204540252686
2016-01-06	-1.9910790920257568
2016-01-07	-1.8942828178405762
2016-01-08	-1.9296069145202637
2016-01-11	-1.814748764038086
2016-01-12	-1.8467998504638672
2016-01-13	-1.7892227172851562
2016-01-14	-1.846135139465332
2016-01-15	-1.7674314975738525
2016-01-18	-1.7700529098510742
2016-01-19	-1.8467998504638672
2016-01-20	-1.814748764038086
2016-01-21	-1.734480381011963
2016-01-22	-1.7697117328643799
2016-01-25	-1.7703816890716553
2016-01-26	-1.5974841117858887
2016-01-27	-1.5684692859649658
2016-01-28	-1.4745335578918457
2016-01-29	-1.5974841117858887
2016-02-01	-1.5297622680664062
2016-02-02	-1.6341216564178467
2016-02-03	-1.5972423553466797
2016-02-04	-1.6349315643310547
2016-02-05	-1.6341216564178467
2016-02-15	-1.5972423553466797
2016-02-16	-1.6915786266326904
2016-02-17	-1.7172348499298096
2016-02-18	-1.7172348499298096
2016-02-19	-1.7172348499298096
2016-02-22	-1.769469976425171
2016-02-23	-1.734238624572754
2016-02-24	-1.7578456401824951
2016-02-25	-1.5682275295257568
2016-02-26	-1.5969135761260986
2016-02-29	-1.487466812133789
2016-03-01	-1.5675628185272217
2016-03-02	-1.7165701389312744
2016-03-03	-1.7169060707092285
2016-03-04	-1.7525548934936523
2016-03-07	-1.7528908252716064
2016-03-08	-1.756558895111084
2016-03-09	-1.7211949825286865
2016-03-10	-1.6627693176269531
2016-03-11	-1.6627693176269531
2016-03-14	-1.7165701389312744
2016-03-15	-1.7266905307769775
2016-03-16	-1.7335739135742188
2016-03-17	-1.767859697341919
2016-03-18	-1.808143138885498
2016-03-21	-1.8635478019714355
2016-03-22	-1.8494644165039062
2016-03-23	-1.8516557216644287
2016-03-24	-1.8138422966003418
2016-03-25	-1.8333606719970703
2016-03-28	-1.808143138885498
2016-03-29	-1.7882606983184814
2016-03-30	-1.845893383026123
2016-03-31	-1.845893383026123
2016-04-01	-1.845893383026123
